channel,sample-10011,sample-10012,sample-20021,sample-20022,sample-30031,sample-30032,sample-10041,sample-10042,sample-10051,sample-10052,sample-10061,sample-10062,sample-10071,sample-10072,sample-40081,sample-40082,sample-10091,sample-10092,sample-10111,sample-10112,sample-20121,sample-20122,sample-10151,sample-10152,sample-30161,sample-30162,sample-10171,sample-10172,sample-10181,sample-10182,sample-10191,sample-10192,sample-10201,sample-10202,sample-10211,sample-10212,sample-10221,sample-10222,sample-10231,sample-10232,sample-10241,sample-10242,sample-10251,sample-10252,sample-10261,sample-10262
148.32,28258.5,16815.4,21258.9,33204.9,29864.1,29649.8,21315.5,21201.3,19829.3,26531.7,29819.9,24543.8,22514.3,21251.4,65535.0,65535.0,30052.8,28698.2,24214.1,26005.6,26660.4,28722.4,22642.3,19139.8,22000.6,19016.8,9372.2,11392.0,16567.6,15672.3,15468.5,11900.8,19815.2,17681.5,15371.2,18893.6,16520.8,16133.7,17431.2,16723.6,10690.8,9018.4,9646.4,11795.4,11389.9,9689.6
150.7,25508.0,15336.1,20306.2,30606.7,29058.6,29124.4,19385.6,19281.6,18251.2,23987.8,27579.2,22593.5,20568.5,19218.8,65535.0,65535.0,27094.8,26157.9,21889.9,23536.4,24843.5,26997.9,20342.9,17397.5,20328.1,17292.9,8614.6,10489.2,14940.9,14196.7,14053.8,10799.4,17987.4,15971.3,13922.9,17229.1,14936.1,14464.4,15810.5,15184.4,9710.3,8406.5,8836.9,10915.8,10363.1,8941.2
153.07,24081.4,14494.4,19649.3,29066.2,28545.6,28613.9,18321.9,18206.2,17271.4,22716.5,26098.8,21372.3,19462.0,18418.0,62455.1,65176.5,25410.5,24658.9,20695.3,22288.7,23619.3,26038.3,19136.5,16511.9,19348.8,16536.3,8138.4,10023.7,13973.6,13351.8,13268.4,10187.2,16980.1,15110.8,13132.2,16244.3,14119.4,13573.5,14872.2,14326.2,9229.7,8117.1,8377.9,10349.3,9848.6,8411.0
155.45,24416.2,14574.9,19595.2,29208.5,28762.0,28697.0,18351.9,18348.8,17437.8,22905.8,26384.3,21647.3,19739.1,18457.6,52091.0,56710.8,25711.1,24880.1,20764.1,22457.0,23596.1,26086.4,19077.4,16593.5,19483.2,16635.8,8218.6,9985.7,13999.6,13387.5,13225.4,10229.8,16988.0,15120.8,13101.0,16267.1,14138.3,13478.4,14852.3,14448.3,9146.8,8117.8,8312.7,10323.5,9868.8,8388.7
157.82,26440.7,15827.5,20044.0,30781.1,29332.4,28992.4,19819.8,19527.2,18587.3,24750.9,28071.7,23199.9,21223.9,19853.7,44582.7,49096.3,27789.4,26760.1,22445.6,24176.3,24610.0,27166.4,20542.8,17682.9,20701.3,17995.5,8671.1,10591.6,14836.0,14266.1,13931.1,10747.9,18033.9,16134.0,13851.2,17234.3,15052.4,14371.8,15857.1,15385.7,9694.2,8334.6,8857.3,10887.9,10506.8,8908.2
160.2,31224.0,18265.9,20965.8,34186.6,29957.6,29019.1,22876.5,22334.2,21191.2,28881.3,31910.8,26570.1,24579.9,22794.9,39303.2,43510.7,32538.6,31092.9,26236.5,28228.5,26896.8,29243.1,23611.1,20315.3,23417.1,20751.1,9635.3,11894.2,16852.6,16096.9,15714.9,12190.7,20403.4,18522.0,15510.1,19516.7,17174.7,16264.2,18175.9,17798.8,10752.3,9043.7,9824.9,11996.5,11843.8,9897.1
162.57,41893.1,23803.6,23859.9,42479.5,32097.1,29964.2,29730.2,29041.8,27003.5,38660.8,40633.8,34467.3,32579.2,29697.8,36656.9,40123.6,43495.2,41249.3,35061.9,37421.9,32879.9,34672.4,31109.1,26300.5,29632.7,27075.3,11936.6,14884.8,21573.3,20489.2,19979.6,15223.3,26220.1,23962.3,19515.6,24931.8,22004.6,20847.0,23289.2,22824.8,13339.3,10678.2,12080.6,14582.9,15065.4,12473.8
164.94,59639.1,34254.7,29846.7,56988.4,36461.1,32155.6,42867.4,41719.3,38380.8,55216.6,55357.0,48323.2,46771.6,42374.9,36662.3,38568.3,61628.1,57815.3,50827.9,53635.3,44021.2,44440.1,45093.8,37741.5,41295.9,39023.8,16382.9,20566.5,30932.4,29084.4,28169.3,21155.7,37413.1,34274.3,27375.9,35219.4,31656.4,29572.4,33502.1,32772.1,18381.5,13852.0,16401.1,19555.5,21190.3,17246.9
167.31,65535.0,44576.8,36391.3,65535.0,40507.9,33896.4,55781.9,53863.3,49338.2,65535.0,65535.0,61322.3,59386.7,54306.9,36811.4,37148.4,65535.0,65535.0,64487.8,65535.0,56001.3,54366.1,59169.9,49382.6,52204.3,50381.4,21113.4,26569.1,41899.6,39087.3,37821.4,27760.3,49863.9,45464.4,36344.5,46518.6,42401.4,39760.7,44694.2,43360.8,24017.0,17188.0,21206.3,25001.7,27570.6,22335.4
169.68,65535.0,46820.3,39916.8,65535.0,41857.8,34432.3,58925.6,57361.3,51706.1,65535.0,65535.0,63557.4,61500.9,56972.4,35862.6,35406.9,65535.0,65535.0,65535.0,65535.0,60724.6,58010.6,63666.8,53013.5,54559.1,52687.0,23015.0,28810.5,46759.1,43051.4,42118.1,31041.7,55297.1,49738.1,40377.7,50545.5,46749.2,44088.2,49016.6,46726.9,26741.5,18675.8,23290.3,27313.0,29863.7,24329.2
172.05,65459.9,38827.9,37180.0,65535.0,39055.8,32812.8,50418.2,49132.4,43827.1,63175.6,61916.1,54632.0,52061.7,48125.5,32748.7,33543.6,65535.0,65022.4,58977.8,61552.0,55397.8,52561.3,55976.0,45425.4,46537.4,44362.3,20037.1,24703.2,41369.2,37444.1,37142.4,27251.0,49407.2,43091.4,35310.5,44101.7,40810.6,38580.5,42224.5,39940.6,23812.7,16746.7,20453.4,23876.9,25715.0,21203.5
174.42,48988.7,27682.5,30338.1,52765.3,33855.2,30512.0,36557.2,35847.0,32079.8,46706.2,47008.5,40342.6,37584.5,34860.7,28945.5,31110.8,52649.9,49093.6,42832.6,45218.2,43143.2,42022.1,40873.2,32880.4,34431.2,32053.2,15021.3,18290.7,30046.6,27162.9,27192.6,20424.9,36511.4,31308.2,25943.2,32150.7,29751.7,28298.6,30532.7,28803.4,17740.4,13116.8,15383.8,18235.9,18983.5,15902.7
176.79,34678.9,20187.0,24374.1,39667.6,30123.4,28843.1,25938.6,25717.1,23315.8,33180.8,35019.3,29257.5,26788.2,25106.4,26054.1,29569.8,37438.2,35288.1,30050.8,32127.7,32346.8,33041.8,28798.5,23537.5,25541.3,22973.8,11196.9,13565.1,21345.0,19520.2,19691.1,14735.4,25886.0,22242.4,18841.1,23213.8,21222.6,20172.3,21614.8,20617.9,13074.0,10368.1,11503.4,13797.3,13920.0,11742.1
179.15,25766.2,15350.0,20550.4,31361.3,27841.3,27903.2,19653.6,19522.4,18117.0,24873.3,27401.7,22460.9,20565.2,19350.8,24195.1,28576.8,27671.4,26523.3,22333.2,23941.4,25809.0,27581.2,21204.7,17848.8,20230.5,17574.7,8786.3,10597.9,15852.4,14697.9,14764.3,11340.2,19308.8,16654.7,14438.3,17707.4,15826.5,15101.8,16241.9,15674.1,10098.0,8466.4,9012.5,10978.6,10773.1,9055.4
181.52,20650.1,12636.7,18925.6,26665.4,26513.6,27470.2,16037.4,16049.6,15201.6,19901.6,23247.7,18710.6,16848.9,16016.0,23131.1,28014.4,22072.0,21583.6,17925.0,19385.9,22202.3,24529.2,16981.2,14561.9,17209.3,14448.5,7383.3,8882.3,12730.0,12044.2,12153.0,9304.4,15681.2,13589.5,11890.0,14568.1,12874.3,12198.4,13192.1,12759.2,8381.4,7533.0,7549.4,9445.4,8860.6,7521.9
183.88,17286.1,10911.1,17988.0,23779.8,25635.0,26913.2,13685.7,13911.4,13235.4,16774.0,20424.7,16309.4,14529.1,13849.8,22228.3,27296.4,18475.4,18209.3,15081.0,16378.7,19896.9,22852.9,14246.5,12537.6,15172.6,12481.9,6528.5,7839.9,10781.3,10257.7,10294.3,7969.9,13243.3,11580.0,10342.7,12440.0,10879.1,10405.5,11163.5,10879.4,7284.6,6882.1,6705.6,8375.9,7672.8,6669.9
186.24,14659.7,9220.8,17434.7,21449.8,24412.0,26197.0,11688.6,11839.5,11485.9,14218.4,17983.4,14086.4,12450.8,11929.5,21868.0,27398.8,15586.2,15652.8,12733.5,13919.8,18094.3,21149.7,11954.1,10624.2,13416.5,10582.7,5681.4,6788.6,9100.3,8725.0,8895.3,6960.6,11323.6,9784.2,8820.0,10777.2,9149.4,8909.4,9580.3,9265.3,6323.1,6204.8,5872.1,7509.5,6596.9,5705.5
188.61,13046.6,8388.8,16955.8,20078.3,24114.0,25896.3,10459.4,10727.6,10530.2,12662.7,16584.6,12890.5,11278.0,10809.3,23985.6,29828.4,13901.0,14078.6,11358.7,12410.5,17001.1,20211.1,10569.9,9685.4,12399.6,9700.2,5239.0,6233.4,8140.6,7916.8,8063.6,6315.1,10258.4,8821.5,8099.3,9783.8,8220.1,8087.1,8591.0,8423.3,5797.8,5831.8,5426.1,6967.7,6085.6,5268.5
190.97,11857.9,7661.6,16027.5,18661.1,23605.8,25748.9,9597.4,9894.5,9798.9,11530.2,15593.8,11934.7,10358.5,9977.0,29055.5,35660.3,12544.3,12899.2,10350.8,11358.2,15826.9,19196.8,9645.5,8858.9,11625.1,8863.3,4888.1,5783.4,7448.5,7263.0,7445.1,5843.5,9251.7,8068.8,7457.7,9000.5,7529.0,7356.8,7891.1,7734.1,5335.2,5589.6,5055.4,6598.9,5616.7,4933.8
193.33,11368.4,7567.5,15459.9,17974.1,24064.4,26420.8,9420.6,9633.9,9703.7,11058.7,15325.4,11654.1,10183.1,9794.5,30845.0,37288.6,12043.0,12481.5,9998.1,11042.9,15519.6,18833.3,9299.9,8714.9,11499.9,8693.2,4825.2,5735.0,7181.3,7047.6,7140.0,5738.2,8892.4,7829.4,7325.9,8798.0,7240.1,7129.3,7594.1,7497.6,5233.2,5603.2,4923.4,6497.3,5445.0,4811.1
195.69,10097.7,6738.1,14106.9,16660.1,23315.4,25772.4,8427.0,8698.0,8746.5,9947.6,14163.8,10706.8,9143.9,8858.5,25098.1,30951.5,10788.2,11280.7,8866.3,9865.2,14351.9,17635.4,8232.0,7854.7,10609.2,7854.3,4440.0,5249.2,6490.5,6376.3,6507.5,5230.7,8173.4,7083.9,6649.9,8008.6,6549.3,6455.8,6866.5,6765.6,4815.8,5240.9,4559.7,6014.6,4974.7,4412.0
198.04,9515.6,6450.5,13648.7,16038.4,23194.6,25823.4,7973.1,8280.5,8433.4,9457.5,13729.5,10192.1,8736.9,8489.9,21147.8,27038.6,10139.5,10688.4,8373.3,9333.7,13800.9,17318.7,7733.5,7383.7,10240.2,7453.4,4246.6,5052.2,6084.4,6079.5,6300.8,5002.5,7769.6,6746.6,6324.8,7674.8,6203.5,6133.7,6534.5,6450.4,4630.3,5090.9,4374.2,5807.9,4788.1,4186.8
200.4,9059.1,6179.7,13278.8,15655.0,23150.1,25597.6,7670.3,7948.2,8177.6,9021.6,13382.0,9823.5,8351.9,8156.0,19753.4,25622.2,9694.9,10325.2,8004.0,8950.8,13591.7,16986.1,7337.6,7178.4,9989.4,7181.3,4150.9,4922.4,5864.0,5891.6,6002.4,4850.5,7487.6,6473.3,6184.4,7405.2,5949.4,5869.4,6288.6,6217.9,4516.9,5049.0,4282.6,5721.8,4606.3,4065.7
202.76,8841.8,6046.2,13255.1,15312.8,23194.1,25729.3,7546.0,7872.9,8037.7,8784.7,13166.6,9679.5,8141.7,8050.2,19188.8,24883.8,9370.3,10007.3,7813.9,8732.9,13304.3,16893.5,7185.1,6986.8,9892.4,7073.5,4089.6,4811.1,5739.8,5734.8,5904.0,4766.8,7267.8,6309.4,6071.5,7213.4,5815.4,5696.1,6167.0,6053.0,4374.4,5023.5,4199.6,5652.0,4558.3,4040.0
205.11,8285.2,5721.1,12798.0,14799.4,23009.5,25748.8,7107.9,7420.8,7655.6,8262.0,12640.6,9244.7,7753.9,7644.5,18845.6,24569.5,8819.9,9394.8,7339.9,8204.8,12874.7,16444.0,6775.0,6613.6,9508.5,6676.3,3943.5,4593.3,5422.3,5381.1,5605.7,4542.5,6922.4,5907.3,5802.9,6902.2,5536.5,5456.1,5849.2,5792.1,4194.8,4926.2,4070.6,5508.9,4358.9,3857.6
207.46,8140.4,5733.9,12721.5,14592.2,23142.3,25634.2,7095.2,7407.8,7721.2,8202.9,12601.3,9225.8,7799.4,7608.7,18626.3,24579.5,8720.6,9342.1,7205.0,8074.7,12787.7,16325.0,6694.2,6589.1,9434.0,6679.8,3956.3,4624.4,5413.0,5393.9,5591.1,4559.2,6842.5,5912.3,5757.0,6904.6,5428.2,5401.6,5789.5,5732.7,4244.2,4904.2,4068.1,5446.7,4292.9,3857.9
209.82,7661.8,5396.5,12287.9,14167.6,22785.5,25298.7,6695.3,7083.6,7380.6,7715.2,12209.2,8806.7,7417.6,7253.9,18192.8,23928.6,8291.9,8932.9,6851.7,7732.2,12392.1,15981.5,6315.7,6247.3,9173.1,6362.4,3794.1,4423.9,5100.6,5161.1,5323.8,4343.6,6512.9,5677.3,5467.2,6579.6,5163.7,5220.8,5542.3,5445.7,3998.8,4723.9,3906.2,5314.1,4113.7,3679.0
212.17,7407.5,5262.2,12153.6,13815.3,22874.2,25460.0,6544.8,6843.8,7200.6,7558.3,11976.5,8589.7,7188.2,7076.4,18011.6,23892.6,7913.0,8671.0,6613.5,7478.8,12257.8,15824.9,6093.9,6163.7,9035.7,6173.9,3727.7,4348.4,4931.5,5053.8,5236.2,4187.6,6351.0,5457.1,5395.9,6409.3,5066.6,4976.4,5341.2,5323.3,3936.0,4699.8,3848.3,5247.6,4043.5,3593.2
214.52,7147.8,5028.4,11998.3,13591.6,22776.7,25345.7,6259.8,6636.7,7017.4,7243.6,11643.0,8399.2,6882.0,6817.2,17871.6,23893.7,7653.9,8318.2,6330.3,7273.1,12076.7,15649.7,5793.5,5919.3,8767.4,5940.9,3606.8,4224.0,4700.9,4851.1,5069.4,4096.9,6156.6,5301.2,5237.6,6253.2,4824.4,4844.5,5132.2,5092.5,3849.2,4615.9,3716.1,5077.7,3898.5,3521.4
216.87,7152.6,5115.9,11946.5,13483.7,22835.0,25248.7,6309.4,6654.7,7047.7,7198.3,11614.6,8331.3,6914.8,6868.9,17718.8,23439.6,7602.7,8370.9,6316.7,7224.5,12024.9,15656.6,5842.1,5961.9,8777.4,6011.9,3650.8,4221.0,4754.2,4845.8,5014.7,4117.2,6160.7,5307.5,5246.3,6236.4,4811.3,4860.7,5209.1,5143.4,3829.1,4673.8,3777.2,5110.5,3893.9,3533.3
219.22,6576.9,4745.8,11528.1,13074.6,22305.9,24694.8,5909.3,6212.7,6607.5,6760.7,11103.9,7896.8,6494.7,6474.9,17221.1,22983.5,7040.9,7860.6,5908.1,6741.0,11651.4,15118.9,5439.2,5549.5,8387.2,5596.7,3443.7,3986.3,4455.1,4581.9,4859.6,3907.6,5812.5,4968.2,4923.0,5854.9,4513.1,4581.9,4874.2,4894.5,3685.8,4469.3,3556.4,4890.8,3694.1,3345.8
221.56,6718.9,4838.0,11951.8,13224.5,22705.2,25221.1,6005.5,6345.8,6696.7,6817.8,11252.6,7989.9,6606.1,6559.3,17456.0,23409.4,7216.4,7895.6,5989.1,6848.5,11876.4,15516.6,5500.3,5621.8,8459.5,5673.2,3524.5,4076.3,4534.5,4647.7,4819.0,3982.8,5894.9,5012.9,5020.8,5992.2,4608.3,4698.0,4941.5,4971.2,3725.2,4589.4,3624.7,4965.7,3807.5,3383.8
223.91,6304.4,4577.0,11696.3,12908.4,22486.9,24939.0,5648.9,6033.5,6493.3,6457.2,10916.0,7643.1,6257.2,6279.8,17168.1,23163.9,6808.5,7531.9,5629.1,6494.8,11553.2,15188.7,5132.7,5330.6,8188.1,5407.3,3350.5,3940.9,4299.9,4428.6,4658.2,3804.3,5643.2,4842.7,4827.5,5778.3,4355.9,4401.5,4752.5,4735.0,3550.2,4456.0,3521.6,4835.7,3615.1,3242.4
226.25,6193.2,4509.4,11910.0,12775.4,22480.7,25022.9,5635.0,6015.5,6377.8,6346.0,10871.8,7591.9,6240.8,6221.9,17145.2,23128.0,6695.5,7463.0,5547.8,6412.4,11466.9,15139.8,5056.8,5273.3,8123.1,5310.8,3293.8,3864.8,4196.1,4395.0,4616.4,3753.7,5556.5,4707.6,4783.6,5686.5,4315.4,4325.8,4673.7,4644.8,3559.8,4431.0,3506.6,4847.6,3574.4,3233.5
228.6,5975.5,4414.1,11625.7,12613.5,22381.3,24741.0,5462.0,5796.2,6182.4,6169.7,10623.5,7425.7,6073.9,6083.0,16950.8,22744.5,6451.9,7241.5,5352.0,6209.2,11250.0,14921.4,4897.9,5135.4,7976.2,5237.2,3311.2,3829.3,4131.2,4269.9,4520.2,3659.6,5435.7,4607.2,4636.8,5548.3,4219.1,4218.2,4518.5,4493.0,3425.9,4349.5,3378.7,4728.4,3500.5,3138.1
230.94,5944.9,4392.3,11483.4,12486.2,22411.6,24768.7,5404.5,5751.9,6199.0,6064.3,10517.1,7374.7,5994.5,6052.0,16751.3,22756.6,6341.8,7152.7,5277.6,6120.9,11166.0,14910.2,4833.3,5055.1,7845.3,5123.4,3263.1,3810.9,4089.3,4285.5,4475.9,3638.6,5332.2,4570.4,4599.0,5533.3,4158.5,4197.7,4450.9,4436.4,3417.9,4359.8,3377.1,4716.2,3480.6,3148.1
233.28,5837.2,4364.8,11613.9,12274.1,22605.9,24940.2,5370.2,5740.8,6229.3,6054.4,10515.0,7362.0,5953.6,5988.4,16810.2,22635.6,6302.9,7069.6,5287.4,6099.2,11043.0,14867.0,4769.0,5105.0,7917.4,5137.9,3246.5,3764.3,4042.1,4191.4,4398.1,3644.9,5329.5,4530.0,4610.8,5451.0,4110.7,4154.5,4405.6,4433.1,3440.9,4301.8,3388.3,4698.2,3420.9,3104.3
235.63,5725.8,4220.0,11460.9,12331.8,22810.4,25022.3,5217.0,5612.9,6111.8,5934.8,10327.2,7265.9,5836.6,5803.1,16688.5,22704.6,6139.6,6945.7,5108.9,5954.5,11020.5,14848.1,4652.1,4948.0,7761.0,4998.5,3191.4,3726.3,3901.4,4090.5,4371.0,3590.5,5190.7,4418.2,4522.1,5356.8,4014.8,4099.2,4309.4,4326.1,3331.1,4314.3,3320.4,4592.6,3426.1,3046.2
237.97,5684.5,4248.1,11471.7,12260.8,22762.0,24852.8,5157.1,5582.4,6106.2,5868.8,10221.8,7171.5,5776.7,5866.4,16600.2,22434.0,6076.5,6911.5,5060.7,5903.5,10986.2,14745.1,4632.5,4891.1,7745.0,4979.0,3188.3,3724.6,3912.3,4070.5,4321.5,3532.1,5175.3,4435.9,4518.4,5292.8,3967.9,4030.0,4349.7,4352.2,3307.5,4279.7,3311.2,4591.2,3382.8,3041.0
240.3,5907.2,4493.1,11858.6,12592.4,23151.6,25133.9,5422.0,5811.4,6287.3,6099.0,10501.2,7405.8,6040.6,6065.2,16725.9,22537.3,6266.1,7148.8,5363.7,6120.1,11339.7,15124.6,4920.0,5210.5,8000.7,5255.8,3301.8,3773.1,4070.7,4242.3,4396.3,3687.9,5334.2,4551.4,4695.5,5546.7,4191.7,4219.7,4417.8,4479.6,3444.8,4429.4,3418.4,4722.3,3546.9,3168.0
242.64,5707.7,4266.1,11682.8,12400.6,23006.1,24915.7,5230.6,5601.6,6074.3,5869.9,10234.3,7113.0,5772.4,5853.3,16535.5,22497.1,6053.3,6944.4,5073.2,5945.8,11027.7,14946.9,4682.4,4942.7,7770.7,5018.9,3187.1,3693.5,3917.7,4093.7,4317.3,3517.3,5204.0,4425.2,4452.1,5311.9,4002.1,4049.0,4304.1,4311.2,3353.4,4335.3,3297.2,4602.4,3387.4,3045.0
244.98,5716.4,4241.1,11698.2,12340.0,23148.9,24823.4,5237.0,5678.8,6056.8,5873.7,10194.9,7238.5,5858.4,5919.5,16501.8,22266.7,6093.0,6877.3,5102.1,5942.7,11086.7,14832.7,4657.0,4975.2,7736.8,5015.0,3164.9,3707.3,3875.1,4107.6,4317.0,3595.0,5192.8,4482.4,4496.6,5349.3,4038.2,4055.2,4324.3,4345.4,3364.5,4249.7,3322.4,4590.8,3415.7,3050.4
247.32,6099.2,4621.5,12231.4,12882.0,23462.1,25282.5,5519.7,5874.2,6442.5,6235.3,10586.6,7567.4,6145.4,6191.5,16689.9,22633.5,6410.5,7224.8,5398.3,6244.9,11464.2,15333.5,4965.1,5210.8,8081.7,5341.7,3333.3,3863.9,4122.2,4327.5,4472.8,3735.2,5374.5,4665.9,4692.8,5536.0,4223.0,4250.1,4489.3,4566.2,3455.0,4398.4,3499.8,4798.1,3557.0,3261.5
249.65,5776.5,4351.2,12159.3,12646.4,23155.2,24694.7,5305.0,5678.1,6178.3,5989.7,10434.3,7323.3,5907.3,5993.3,16443.3,22258.6,6148.5,7088.9,5191.0,6046.3,11284.7,15191.1,4724.4,5007.7,7817.6,5055.8,3225.2,3740.0,3968.1,4184.9,4380.6,3591.2,5270.6,4518.8,4536.5,5395.3,4029.7,4132.5,4381.9,4381.9,3364.6,4336.0,3321.5,4666.1,3482.5,3050.6
251.99,5953.3,4375.8,12575.7,12915.8,22994.1,24664.2,5350.4,5784.7,6205.7,6084.3,10510.2,7440.3,6012.9,6018.2,16425.3,22128.0,6323.3,7139.8,5255.2,6118.2,11488.6,15342.1,4827.4,5076.7,7945.1,5182.8,3258.5,3744.9,4040.4,4227.9,4411.3,3611.2,5306.9,4540.1,4586.7,5470.6,4085.1,4104.5,4441.6,4488.1,3401.0,4286.8,3381.4,4692.4,3461.9,3102.2
254.32,6536.3,4779.2,13294.6,13616.3,23063.4,24878.5,5838.9,6153.2,6608.6,6616.1,10993.4,7876.8,6496.1,6464.6,16643.3,22334.1,6869.8,7748.1,5757.7,6663.6,12001.2,15889.5,5244.6,5447.6,8302.3,5588.3,3441.8,4008.7,4311.0,4483.3,4660.1,3830.0,5643.6,4910.0,4845.9,5814.9,4414.7,4439.4,4752.7,4788.3,3547.4,4390.4,3520.6,4820.2,3697.0,3284.9
256.65,7355.2,5215.4,13831.2,14287.6,22969.6,24756.8,6443.0,6664.1,7065.3,7405.6,11638.9,8457.5,7101.8,6960.9,16560.2,22194.1,7771.6,8507.2,6493.3,7389.8,12551.0,16315.1,5826.4,5918.1,8765.2,6117.7,3573.6,4182.6,4708.2,4771.5,5039.2,4089.0,6067.9,5352.0,5209.7,6206.6,4797.6,4840.3,5160.2,5201.1,3762.0,4521.3,3676.2,5014.3,3928.8,3506.0
258.98,8953.3,6090.7,14285.1,15480.7,23320.8,25183.4,7498.9,7732.7,8009.9,8770.4,12982.9,9664.4,8188.6,7950.7,16957.3,22497.2,9263.2,10063.4,7702.3,8670.7,13435.8,17179.1,6952.5,6902.3,9738.5,7083.5,4006.1,4654.7,5467.1,5563.9,5712.4,4618.2,7080.8,6252.3,5833.1,7123.6,5578.7,5561.8,6032.9,6034.2,4244.6,4860.3,4132.8,5552.8,4486.6,3918.8
261.31,9271.5,6207.2,13903.7,15827.7,23364.1,25222.3,7739.0,8036.5,8273.9,9187.0,13321.3,9897.0,8381.2,8200.1,17084.8,22548.5,9717.9,10482.9,8081.8,9097.2,13605.5,17275.4,7389.7,7161.1,9871.6,7175.5,4172.0,4839.3,5799.3,5850.5,6042.8,4773.7,7510.6,6586.2,6121.2,7511.7,5949.1,5934.2,6399.0,6282.5,4422.3,4974.9,4242.5,5703.6,4640.0,4007.8
263.64,8104.8,5570.8,13108.7,14771.2,22955.6,24920.8,7035.9,7331.6,7576.8,8189.0,12307.3,9021.5,7511.9,7434.3,16712.6,22394.1,8661.2,9350.2,7206.0,8131.5,12911.7,16510.4,6655.8,6534.7,9220.4,6515.4,3894.8,4482.8,5416.6,5474.1,5660.3,4584.1,7036.2,6110.8,5765.5,6921.1,5492.5,5537.2,5878.8,5753.8,4179.3,4813.3,4087.4,5447.5,4295.7,3784.7
265.97,6399.4,4631.3,11953.4,13082.7,22273.2,24441.9,5812.6,6133.9,6532.0,6598.6,10952.8,7785.4,6353.9,6242.1,16450.0,22199.1,6918.4,7750.6,5762.7,6644.7,11721.9,15262.7,5331.6,5443.1,8110.5,5432.0,3416.6,3984.7,4449.9,4587.6,4767.4,3901.1,5903.2,5019.8,4929.6,5889.9,4546.2,4575.8,4890.8,4805.0,3681.8,4414.5,3588.7,4834.6,3688.3,3326.5
268.3,5730.5,4325.4,11500.5,12399.1,22009.7,24387.9,5335.8,5702.7,6148.0,6025.4,10391.6,7265.1,5891.9,5864.4,16290.2,22098.0,6132.9,7037.0,5204.1,5998.3,11043.2,14717.4,4764.2,5006.7,7815.3,5070.8,3252.5,3750.5,4007.8,4188.2,4405.4,3654.0,5340.2,4523.1,4594.1,5469.4,4118.5,4192.8,4425.3,4445.4,3449.0,4264.1,3396.6,4657.4,3421.5,3114.6
270.62,5593.7,4231.2,11521.0,12175.4,22134.6,24720.8,5160.4,5560.2,6064.1,5777.8,10236.8,7148.7,5716.1,5768.3,16428.4,22286.0,5933.1,6782.7,4950.8,5841.8,10924.5,14659.8,4584.1,4952.5,7708.2,4981.6,3158.0,3646.1,3861.5,4071.3,4308.4,3551.3,5152.7,4412.0,4501.2,5266.7,3956.3,3976.6,4272.2,4274.8,3286.3,4225.8,3310.5,4601.4,3363.5,3075.9
272.95,5857.1,4546.5,11874.5,12469.7,22372.9,25081.1,5465.4,5834.0,6375.7,6068.2,10493.6,7448.5,6045.9,6047.9,16536.1,22505.3,6192.4,7120.1,5242.9,6085.0,11263.8,14960.9,4818.2,5272.7,8021.8,5313.4,3308.0,3821.1,4018.1,4238.7,4380.4,3691.5,5341.6,4571.3,4664.8,5435.0,4095.3,4230.4,4423.7,4468.3,3468.0,4396.3,3459.6,4751.9,3486.2,3190.4
275.27,5831.3,4452.0,11809.9,12370.9,22287.4,24964.0,5384.3,5802.8,6314.9,6035.7,10470.8,7366.3,5928.0,5946.9,16498.1,22448.8,6082.9,7076.1,5205.2,6059.6,11084.8,14833.1,4769.6,5201.3,7954.9,5230.5,3266.4,3784.1,3950.1,4177.4,4333.5,3644.1,5226.5,4497.5,4565.5,5414.9,4085.4,4101.5,4318.0,4459.8,3418.5,4399.2,3419.9,4706.7,3439.5,3145.1
277.59,5873.0,4349.8,11886.6,12404.5,22033.9,25094.6,5345.0,5759.3,6185.2,6052.8,10490.6,7353.0,5905.9,5845.5,16559.3,22407.2,6102.8,7099.9,5112.5,6009.6,11021.6,14924.8,4686.3,5086.1,7814.5,5095.2,3220.2,3705.8,3892.9,4107.8,4360.3,3626.2,5233.0,4492.6,4514.7,5361.7,4041.8,4065.7,4289.5,4385.2,3355.7,4353.6,3355.3,4651.4,3401.7,3081.7
279.92,6712.8,4964.4,12305.7,13037.8,22341.8,25436.5,5946.5,6289.3,6753.8,6793.2,11195.2,8105.6,6536.1,6450.2,16736.6,22580.8,6858.9,7876.4,5759.8,6707.0,11625.3,15396.9,5336.2,5612.3,8418.5,5620.9,3441.7,3984.0,4295.9,4499.9,4696.2,3863.5,5716.8,4965.7,4884.9,5792.5,4493.8,4541.5,4628.0,4858.5,3584.3,4482.2,3548.0,4915.5,3692.8,3328.1
282.24,8629.8,6011.3,12988.9,14310.3,22730.0,25939.5,7233.0,7580.9,7812.9,8482.8,12591.6,9402.0,7858.5,7647.9,17080.8,22654.2,8541.8,9464.2,7177.5,8212.6,12525.5,16291.0,6685.4,6762.3,9611.2,6866.2,3926.2,4556.0,5127.2,5262.6,5496.6,4449.5,6651.3,6034.0,5676.9,6721.8,5334.7,5234.2,5513.1,5791.4,4105.4,4817.1,4048.3,5415.1,4313.8,3804.0
