channel,sample-10011,sample-10012,sample-20021,sample-20022,sample-30031,sample-30032,sample-10041,sample-10042,sample-10051,sample-10052,sample-10061,sample-10062,sample-10071,sample-10072,sample-40081,sample-40082,sample-10091,sample-10092,sample-10111,sample-10112,sample-20121,sample-20122,sample-10151,sample-10152,sample-30161,sample-30162,sample-10171,sample-10172,sample-10181,sample-10182,sample-10191,sample-10192,sample-10201,sample-10202,sample-10211,sample-10212,sample-10221,sample-10222,sample-10231,sample-10232,sample-10241,sample-10242,sample-10251,sample-10252,sample-10261,sample-10262
824.01,2989.7,2497.8,6959.6,6977.5,13622.9,15452.4,2959.1,3259.8,3785.1,3282.9,5917.0,4147.7,3241.9,3307.8,11400.7,14896.8,3237.5,3745.5,2737.3,3338.6,6507.9,8775.9,2485.1,2895.1,4570.8,2926.4,2091.7,2353.1,2341.7,2457.4,2582.1,2320.1,3133.7,2624.6,2708.8,3133.2,2369.9,2480.5,2581.5,2550.3,2154.8,2868.0,2197.2,2999.8,2195.9,2035.7
826.09,3083.4,2615.3,7010.6,7091.7,13539.8,15401.3,3048.7,3429.7,3911.9,3410.6,5991.1,4255.4,3304.6,3420.6,11469.4,14846.7,3378.4,3901.8,2885.9,3492.1,6540.7,8767.0,2661.7,3017.5,4649.1,3065.5,2120.3,2438.8,2386.0,2524.5,2625.1,2361.5,3204.2,2691.7,2761.4,3179.3,2459.6,2529.7,2648.0,2646.8,2195.5,2898.9,2242.7,3005.7,2297.3,2075.4
828.18,3517.7,2954.3,7288.5,7504.6,13841.9,15624.8,3405.6,3706.1,4241.9,3805.2,6407.4,4646.8,3700.8,3766.4,11760.0,15179.3,3794.2,4293.5,3323.1,3849.7,6850.2,9131.5,3005.5,3361.4,4988.9,3418.2,2310.6,2563.9,2656.3,2778.8,2828.9,2547.8,3479.8,2888.6,2979.0,3485.5,2658.4,2745.2,2885.9,2883.7,2356.4,3030.9,2374.4,3135.0,2399.0,2200.2
830.27,4045.4,3175.8,7381.0,7822.5,13839.4,15610.9,3702.6,4023.3,4518.3,4231.5,6793.7,5056.8,4049.0,4060.5,11918.8,15317.8,4346.7,4823.9,3728.9,4309.5,7126.4,9325.6,3332.4,3631.1,5267.8,3674.2,2401.4,2695.5,2851.7,2961.8,3029.7,2684.6,3770.5,3193.7,3153.4,3691.5,2941.4,2947.0,3153.2,3143.4,2451.0,3077.2,2463.3,3269.7,2577.5,2355.0
832.36,5345.6,3918.4,7787.5,8839.0,14076.4,15642.8,4552.8,4809.0,5265.2,5369.9,7772.3,6039.1,5011.1,4848.6,12039.2,15508.7,5625.0,5928.5,4775.8,5376.0,7844.9,9954.5,4192.8,4361.6,6004.4,4429.9,2697.2,3122.6,3484.8,3543.0,3546.4,3079.6,4420.3,3844.3,3680.8,4350.4,3540.5,3510.6,3848.3,3794.5,2803.4,3235.9,2760.8,3605.4,2941.7,2670.5
834.44,6403.5,4509.1,8221.4,9859.3,14323.2,15899.9,5414.3,5618.4,6053.7,6386.5,8804.5,6952.7,5817.0,5591.1,12344.9,15618.3,6936.9,7068.9,5755.4,6438.1,8634.4,10638.0,5087.7,5144.7,6663.3,5192.1,3051.9,3483.8,4191.8,4164.1,4171.8,3543.7,5250.5,4463.0,4250.2,5087.8,4226.8,4170.4,4623.1,4412.6,3171.0,3509.2,3102.7,3940.4,3341.8,3016.0
836.53,5688.4,4117.8,8235.7,9570.3,14168.0,15665.1,5076.5,5264.1,5682.2,5900.2,8257.0,6409.1,5306.1,5144.9,12311.1,15603.4,6352.9,6523.4,5254.3,5940.6,8516.0,10362.4,4778.1,4879.7,6269.3,4687.8,2887.2,3325.2,4078.5,4017.7,4042.7,3435.7,5165.3,4317.4,4176.0,4880.3,4036.7,4063.4,4410.7,4171.0,3087.3,3408.3,3013.4,3819.7,3237.4,2865.8
838.61,4607.8,3653.3,8201.3,8755.0,14014.9,15774.7,4300.9,4580.4,5092.0,4803.8,7302.7,5615.8,4592.1,4437.3,12258.4,15709.2,4971.9,5398.7,4329.0,4914.5,7954.4,9924.5,4026.8,4271.3,5630.6,4114.6,2607.3,3006.1,3477.1,3507.8,3509.9,3110.2,4443.4,3684.7,3639.9,4212.0,3482.0,3491.4,3681.7,3636.6,2801.0,3236.0,2744.0,3529.1,2850.3,2591.9
840.69,3797.3,3193.4,8112.8,8077.9,13786.7,15582.6,3678.3,4066.1,4623.4,4038.9,6611.7,5062.2,3975.4,3831.8,12217.0,15713.6,4053.8,4573.5,3572.1,4092.7,7326.2,9522.4,3310.7,3751.3,5158.7,3600.9,2382.1,2628.8,2995.8,3021.5,3041.6,2756.4,3820.4,3147.5,3239.7,3625.4,3016.3,2996.7,3125.4,3164.0,2509.2,3054.4,2460.8,3251.7,2554.4,2385.7
842.77,3792.7,3335.6,8887.7,8138.6,13984.6,15763.0,3756.6,4128.8,4782.3,4020.0,6593.8,5088.2,4021.3,3959.2,12448.3,16060.4,3922.4,4532.2,3493.7,4129.2,7540.5,9857.1,3305.0,3868.7,5203.6,3731.1,2435.3,2651.7,2931.5,2984.6,2928.8,2739.3,3687.9,3051.7,3258.8,3592.4,2913.5,2960.9,3042.7,3124.2,2508.7,3129.8,2509.6,3266.7,2508.2,2401.6
844.85,3308.5,2957.4,9551.2,8298.6,13585.2,15281.6,3319.2,3755.1,4328.4,3515.2,6185.6,4707.8,3584.8,3528.6,12489.8,15968.1,3434.3,4050.1,3036.4,3610.8,7479.3,9932.0,2855.5,3429.9,4793.0,3295.0,2217.6,2497.8,2583.8,2689.7,2691.7,2505.5,3305.4,2788.7,2953.2,3299.6,2647.8,2642.1,2716.6,2777.1,2278.5,2970.7,2324.9,3049.3,2285.8,2182.5
846.94,3150.0,2852.9,11128.5,8842.9,13386.9,15193.2,3206.3,3524.4,4198.0,3385.8,5988.3,4530.6,3405.7,3372.4,12648.6,16169.8,3259.3,3832.0,2876.6,3512.2,7833.5,10519.7,2701.7,3303.0,4641.9,3167.4,2135.7,2381.5,2451.2,2606.0,2578.4,2425.7,3220.7,2663.5,2841.2,3147.6,2513.7,2519.2,2588.3,2685.5,2204.6,2822.1,2266.5,2982.0,2189.7,2118.4
849.01,3375.9,3056.3,12825.2,9615.5,13646.0,15432.5,3386.7,3812.8,4437.1,3588.2,6176.5,4765.6,3673.5,3611.9,13182.1,16745.2,3468.3,4027.8,3057.3,3673.5,8532.5,11138.7,2899.4,3498.3,4910.4,3376.9,2225.7,2491.0,2643.1,2712.3,2727.5,2564.4,3355.8,2819.8,3028.5,3309.3,2665.4,2633.6,2771.7,2850.9,2315.0,2961.4,2349.2,3031.5,2313.7,2226.4
851.09,3099.0,2835.6,11851.6,8896.2,13301.5,15236.1,3170.9,3606.6,4247.5,3342.4,5984.2,4585.4,3447.4,3366.4,13337.6,16833.1,3183.5,3797.0,2858.2,3415.6,8032.3,10519.0,2692.2,3328.5,4653.6,3191.0,2143.0,2395.8,2449.7,2542.6,2575.0,2442.0,3143.0,2610.7,2847.9,3117.0,2484.9,2479.1,2592.4,2697.5,2192.7,2818.2,2226.8,2898.3,2170.8,2108.6
853.17,3213.7,2986.8,9884.2,8084.4,13426.4,15187.3,3319.6,3732.4,4459.2,3502.0,6054.2,4724.9,3575.3,3473.9,13444.7,17050.9,3337.3,3939.9,2980.0,3555.9,7480.4,9861.6,2806.6,3455.2,4735.4,3280.1,2192.1,2435.1,2556.8,2656.6,2644.4,2516.6,3231.0,2716.6,2917.5,3238.9,2599.4,2574.9,2664.7,2787.1,2253.9,2919.0,2324.8,2999.1,2232.8,2182.5
855.25,3329.6,3069.2,8618.0,7621.2,13563.6,15218.7,3399.3,3807.0,4474.2,3594.7,6134.6,4830.3,3667.3,3534.9,13473.8,17012.1,3370.5,4034.3,3085.7,3659.7,7069.8,9351.3,2933.9,3572.5,4791.7,3396.4,2238.6,2513.4,2636.3,2696.5,2671.8,2550.0,3278.0,2793.3,3001.8,3328.2,2649.3,2662.3,2753.3,2815.5,2317.9,2963.1,2343.9,3063.2,2319.4,2236.0
857.32,3210.8,2896.1,7783.6,7165.0,13229.0,14958.7,3311.3,3671.5,4371.4,3375.4,5990.0,4620.2,3492.6,3361.4,13111.5,16631.7,3271.3,3870.9,2887.4,3472.7,6641.4,8932.4,2771.4,3417.1,4617.3,3229.7,2167.8,2413.7,2503.9,2590.0,2639.7,2467.1,3194.6,2655.8,2894.8,3137.2,2569.8,2551.6,2624.6,2706.9,2226.6,2852.5,2285.8,2943.9,2215.1,2133.3
859.4,3247.6,2896.2,7569.4,7084.1,13356.8,15019.8,3282.7,3747.8,4392.1,3463.7,6012.9,4684.0,3532.0,3454.9,12882.8,16230.0,3292.6,3908.1,2944.5,3537.8,6557.0,8889.1,2787.8,3466.3,4693.7,3276.7,2157.0,2380.8,2497.8,2632.8,2637.7,2492.2,3229.6,2685.1,2889.2,3212.5,2595.6,2526.7,2658.6,2779.0,2254.8,2827.1,2298.5,2956.3,2243.8,2133.7
861.47,3355.4,2974.7,7415.2,7072.6,13382.9,15058.1,3365.0,3730.6,4490.6,3464.1,6048.9,4784.0,3618.1,3432.7,12563.7,16072.5,3352.1,3985.9,2967.1,3569.5,6544.9,8733.4,2854.4,3513.6,4742.2,3317.6,2173.9,2410.9,2552.4,2621.1,2634.0,2525.0,3291.0,2663.5,2936.8,3242.9,2603.1,2548.6,2696.7,2773.2,2296.2,2901.6,2311.6,2959.9,2243.1,2112.6
863.54,3658.1,3291.1,7732.1,7488.3,13809.0,15338.1,3652.0,4045.0,4783.1,3830.9,6411.9,5101.6,3909.9,3765.1,12414.8,15777.3,3708.4,4294.6,3340.4,3923.5,6861.3,9166.9,3150.7,3837.4,4990.3,3653.1,2302.8,2589.7,2746.6,2877.6,2801.9,2684.1,3501.6,2919.6,3161.2,3463.6,2867.1,2787.6,2870.3,3032.9,2392.1,3030.2,2432.3,3092.0,2377.1,2316.3
865.62,3586.8,3155.2,7818.4,7507.7,13812.9,15362.1,3564.1,4000.8,4625.6,3742.9,6307.0,5009.0,3855.1,3651.4,12048.4,15429.6,3589.9,4219.0,3241.6,3831.2,6851.0,9119.1,3074.2,3730.9,4968.8,3530.2,2272.0,2564.2,2756.3,2795.8,2769.1,2599.9,3457.9,2840.8,3094.0,3402.4,2775.2,2712.3,2844.0,2974.6,2351.2,2970.2,2374.7,3049.9,2350.5,2257.8
867.69,3589.7,3139.8,8170.6,7677.6,13962.6,15273.3,3535.5,3958.8,4582.4,3746.0,6264.9,4904.5,3803.1,3648.4,11831.9,15250.2,3605.1,4190.2,3236.0,3795.2,6922.7,9265.8,3057.8,3676.2,4938.6,3484.8,2257.3,2550.4,2669.4,2806.7,2780.8,2617.9,3503.0,2840.3,3079.8,3378.1,2734.2,2644.5,2817.5,2938.5,2336.8,2903.1,2353.6,3052.6,2354.3,2265.6
869.76,3526.6,3011.1,8912.5,8010.6,13894.8,15371.8,3440.7,3821.3,4441.6,3685.4,6228.5,4846.9,3692.9,3594.0,11601.5,14944.3,3624.7,4162.2,3196.3,3793.8,7212.6,9633.0,2953.3,3551.5,4868.3,3390.1,2214.7,2493.6,2670.6,2776.4,2744.3,2581.3,3428.3,2822.9,3027.5,3352.9,2670.4,2682.6,2818.4,2937.7,2306.8,2916.4,2328.0,3006.9,2344.3,2200.5
871.83,3655.2,3084.5,10370.6,8767.9,14041.2,15635.2,3503.4,3888.3,4429.9,3770.2,6395.7,4880.0,3740.5,3721.4,11595.4,14803.5,3766.7,4332.3,3295.2,3871.4,7755.4,10271.9,3110.9,3560.2,4938.1,3449.1,2292.4,2522.5,2730.7,2828.0,2803.0,2573.2,3439.9,2916.1,3065.9,3429.5,2774.3,2766.7,2904.1,2963.5,2369.3,2936.3,2367.8,3075.4,2409.6,2263.5
873.9,3777.5,3093.5,11746.0,9349.0,14225.0,15547.8,3611.9,3922.6,4459.3,3922.1,6478.3,4898.8,3826.8,3795.8,11397.4,14723.3,3983.5,4386.8,3391.8,4003.7,8229.2,10822.5,3152.4,3568.2,4996.0,3462.4,2298.8,2561.7,2761.2,2899.9,2902.9,2602.1,3581.1,2953.8,3105.3,3531.6,2823.4,2839.0,2983.2,3020.6,2395.5,2990.5,2439.5,3101.1,2402.8,2261.6
875.97,3835.7,3087.2,11320.0,9194.8,14151.0,15388.3,3601.4,3878.6,4377.7,3970.2,6560.7,4827.0,3868.8,3812.7,11305.5,14443.5,4022.3,4520.4,3475.8,4048.9,8170.0,10615.2,3166.3,3525.7,5028.1,3485.7,2271.0,2601.5,2777.6,2872.7,2919.8,2579.0,3626.3,3009.9,3079.3,3545.5,2785.9,2784.0,2988.8,3028.3,2418.7,3011.7,2368.2,3152.6,2428.2,2237.5
878.03,4185.7,3289.2,9867.4,8924.1,14362.2,15456.5,3824.7,4114.7,4581.6,4295.0,6922.2,5144.0,4148.1,4081.4,11186.4,14371.5,4520.5,4892.7,3813.5,4405.7,7863.6,10184.6,3466.6,3712.2,5285.4,3760.9,2394.8,2706.7,2995.5,3039.5,3092.9,2737.3,3830.7,3241.5,3215.3,3780.6,3014.4,3035.6,3218.0,3181.4,2492.7,3102.1,2490.4,3291.9,2620.8,2343.8
880.1,4667.9,3565.2,8889.1,8818.2,14636.8,15541.1,4182.9,4451.3,4890.5,4786.4,7413.2,5521.4,4523.3,4458.3,11307.0,14387.8,5030.5,5406.0,4279.1,4836.9,7830.0,10028.3,3822.3,4027.1,5672.9,4059.5,2574.4,2884.0,3249.5,3334.1,3342.9,2911.8,4197.5,3521.6,3444.9,4083.2,3277.3,3314.2,3569.9,3474.3,2628.8,3218.2,2622.1,3450.8,2746.5,2493.4
882.16,4697.0,3526.0,8241.4,8751.2,14712.2,15758.1,4288.2,4487.1,4867.7,4827.5,7522.5,5546.9,4514.6,4435.1,11128.3,14215.8,5112.1,5455.7,4297.8,4920.4,7750.8,9815.6,3900.0,4042.6,5683.9,4123.4,2524.7,2902.5,3342.5,3363.5,3422.7,2941.3,4283.1,3583.6,3488.1,4174.1,3358.1,3385.9,3627.6,3498.4,2676.5,3200.7,2629.8,3431.0,2778.4,2540.3
884.23,4352.1,3354.9,7816.1,8234.0,14413.2,15574.5,3976.1,4194.6,4627.9,4541.8,7204.9,5228.4,4181.0,4188.3,10953.2,13998.9,4711.3,5114.1,3990.9,4522.1,7394.3,9450.2,3669.1,3816.4,5470.9,3869.5,2435.5,2806.0,3174.0,3173.7,3237.1,2838.1,4095.8,3437.5,3389.2,3971.4,3154.0,3226.6,3389.3,3295.3,2559.4,3178.6,2557.2,3342.7,2685.3,2411.6
886.29,3898.2,3055.9,7632.5,7845.0,14516.7,15970.7,3696.5,3899.8,4378.9,4102.1,6900.6,4930.0,3897.5,3889.6,10776.4,13856.6,4178.2,4649.3,3548.2,4141.7,7018.4,9250.1,3316.6,3513.0,5255.8,3579.3,2334.0,2635.6,2907.9,2975.7,3062.9,2669.4,3824.3,3221.1,3178.3,3675.7,2950.8,2971.4,3104.9,3080.8,2437.5,3158.4,2441.4,3184.0,2528.5,2311.4
888.36,3468.7,2841.3,7468.6,7459.4,14196.4,16111.6,3439.0,3638.2,4049.5,3742.5,6717.6,4604.2,3563.1,3645.0,10689.5,13815.2,3739.9,4311.8,3216.1,3756.3,6749.2,8891.3,2947.4,3235.4,5082.0,3336.4,2214.5,2506.0,2676.4,2723.5,2816.8,2537.8,3544.3,2938.9,3006.5,3446.2,2730.0,2754.0,2867.8,2820.1,2298.6,3110.5,2329.9,3139.9,2369.1,2151.9
890.42,3181.2,2719.0,7408.8,7224.4,13995.2,16195.7,3311.4,3482.8,3939.7,3447.5,6546.4,4445.2,3410.3,3500.4,10626.8,13720.7,3441.9,4072.4,2981.7,3520.4,6603.8,8800.6,2766.1,3127.5,4989.4,3205.7,2142.8,2376.5,2508.0,2581.5,2702.8,2408.1,3367.5,2800.2,2826.3,3316.6,2549.9,2617.8,2703.3,2677.9,2228.6,3101.0,2264.5,3001.6,2296.3,2109.3
892.48,3061.6,2635.2,7502.0,7094.4,13768.8,16333.7,3171.6,3370.4,3827.5,3303.3,6552.2,4316.3,3306.6,3380.8,10515.3,13719.1,3253.3,3967.1,2856.5,3397.5,6532.8,8600.2,2609.1,2968.1,4875.9,3109.4,2179.4,2385.4,2425.5,2502.9,2621.5,2318.2,3250.2,2672.5,2739.7,3171.7,2441.6,2505.4,2559.2,2614.3,2223.0,3172.3,2298.0,3033.9,2321.1,2127.3
894.54,3046.7,2660.3,7895.6,7239.6,13665.9,16264.9,3219.4,3377.7,3891.3,3343.1,6600.6,4350.8,3319.0,3361.0,10506.8,13610.8,3262.1,3975.1,2823.1,3384.3,6606.0,8772.6,2640.0,3063.5,4991.0,3145.0,2106.1,2337.2,2397.3,2509.1,2613.4,2319.4,3228.1,2674.5,2707.6,3199.4,2429.4,2481.1,2557.5,2623.9,2174.3,3136.6,2244.6,2979.2,2202.6,2052.4
896.6,3192.5,2833.1,8739.7,7734.8,13961.4,16635.8,3382.9,3590.2,4100.7,3481.6,6812.7,4584.6,3483.3,3623.7,10761.7,13847.5,3434.2,4166.3,3027.1,3534.6,7043.3,9345.0,2761.3,3242.3,5145.6,3354.3,2192.2,2458.5,2496.0,2623.9,2698.2,2410.1,3335.4,2800.1,2873.1,3294.0,2543.8,2626.6,2636.4,2720.0,2243.1,3230.1,2293.7,3111.1,2309.1,2162.5
898.66,2933.2,2624.5,8591.7,7372.5,13449.3,16035.6,3144.4,3285.2,3861.1,3176.5,6451.1,4344.0,3186.1,3303.9,10430.3,13580.9,3120.5,3859.1,2755.8,3283.7,6709.5,8968.2,2504.5,2975.7,4853.3,3080.7,2058.6,2268.2,2363.2,2454.1,2507.3,2284.1,3127.1,2601.4,2675.1,3099.8,2362.7,2412.7,2500.1,2536.1,2088.7,3037.5,2160.7,2937.5,2186.4,2030.7
900.71,3457.7,3098.4,8603.7,7628.1,13850.6,16382.3,3615.5,3805.8,4392.8,3690.3,6909.4,4841.3,3756.1,3765.6,10762.5,13911.3,3609.9,4313.1,3230.1,3774.7,7053.6,9151.0,2996.5,3525.2,5314.5,3542.3,2289.7,2559.8,2677.7,2783.3,2744.1,2510.1,3468.5,2976.6,3028.7,3460.5,2710.5,2771.8,2748.6,2846.6,2340.7,3280.7,2427.1,3152.3,2404.6,2262.8
902.77,3301.0,3009.9,7863.2,7229.4,13685.2,15810.3,3453.0,3645.7,4240.6,3602.4,6616.4,4680.8,3557.1,3574.2,10665.9,13705.1,3476.0,4128.4,3053.0,3584.5,6625.7,8820.7,2895.5,3363.6,5142.0,3385.6,2192.5,2462.4,2547.7,2676.5,2696.5,2438.1,3334.9,2788.9,2913.7,3321.3,2595.3,2651.6,2672.7,2770.2,2263.3,3147.5,2315.9,3061.0,2285.0,2223.6
904.83,3363.9,3009.7,7663.6,7203.1,13568.9,15836.3,3455.1,3707.9,4258.7,3543.2,6540.6,4702.6,3566.0,3597.6,10801.9,13894.7,3449.1,4178.3,3071.3,3596.4,6610.3,8707.9,2881.3,3397.6,5065.5,3436.9,2219.4,2482.1,2555.6,2708.7,2666.9,2450.3,3322.8,2824.1,2930.5,3310.0,2669.2,2660.1,2696.4,2787.8,2261.5,3146.7,2329.9,3022.3,2307.8,2213.1
906.88,3240.3,2842.2,7517.0,7057.7,13375.1,15297.6,3295.2,3562.0,4141.5,3487.4,6267.2,4506.6,3454.7,3481.4,10564.8,13674.2,3327.9,3966.3,2927.5,3490.2,6456.2,8598.2,2737.7,3253.6,4801.0,3232.2,2129.3,2387.9,2438.4,2573.9,2590.2,2383.6,3185.0,2716.8,2807.1,3178.2,2488.6,2556.1,2597.9,2687.3,2196.5,2970.2,2237.5,2963.5,2236.1,2138.4
908.94,3370.0,2924.0,7929.8,7379.0,13274.1,15244.1,3378.3,3623.0,4243.9,3527.8,6344.7,4588.7,3544.8,3527.1,10664.9,13702.4,3531.3,4084.3,3076.9,3635.0,6673.9,8847.3,2848.4,3291.6,4832.4,3305.1,2162.1,2384.6,2576.5,2629.2,2650.9,2414.6,3335.7,2756.4,2877.5,3227.3,2589.9,2614.0,2657.9,2762.3,2232.7,2952.9,2269.5,2950.4,2282.4,2184.6
910.99,3919.1,3242.4,8918.9,8059.5,13492.7,15286.1,3724.0,4023.6,4542.3,4041.8,6758.9,5006.6,3943.7,3846.5,10729.2,13932.7,4078.9,4600.0,3551.0,4081.3,7260.7,9528.3,3255.3,3665.0,5132.2,3674.0,2303.0,2625.1,2805.4,2855.2,2886.0,2626.9,3575.9,3058.7,3080.6,3536.8,2900.7,2863.7,2967.4,3029.1,2419.8,3021.9,2401.8,3156.2,2459.6,2328.0
913.04,5087.2,4051.9,10112.3,9421.4,13918.2,15322.0,4596.0,4947.2,5385.1,5144.6,7699.9,6005.9,4927.4,4759.5,11007.6,13961.3,5334.2,5735.0,4633.8,5159.6,8306.3,10472.9,4217.6,4501.2,6005.9,4536.8,2655.5,3029.3,3479.3,3531.2,3416.6,3064.8,4313.5,3688.9,3641.5,4244.1,3516.6,3462.4,3606.9,3698.8,2770.1,3329.3,2747.0,3506.2,2895.1,2668.7
915.09,6336.6,4623.1,10310.0,10298.1,13887.2,15309.0,5380.6,5624.8,5989.5,6176.9,8684.7,6933.4,5764.4,5513.1,11078.1,13937.4,6631.8,6799.4,5590.8,6270.0,8930.9,11039.1,5033.5,5092.6,6614.6,5182.2,2860.1,3365.9,4054.5,4037.5,3946.4,3428.8,5018.6,4307.1,4100.3,4905.8,4145.0,3971.9,4364.3,4312.0,3068.2,3463.4,3003.8,3822.1,3209.7,2968.7
917.14,7835.9,5726.7,10231.5,11378.9,14626.8,15791.9,6663.3,6935.9,7255.4,7668.7,9969.9,8233.2,7095.1,6753.0,11583.5,14262.4,8370.6,8330.4,7076.7,7688.6,9876.0,11759.7,6556.6,6374.3,7798.1,6292.2,3432.2,3959.3,5086.7,5056.3,4785.9,4203.4,6111.8,5326.2,5038.1,5954.5,5122.9,4984.0,5350.9,5310.1,3708.5,3899.1,3495.8,4415.9,3806.3,3616.5
919.19,6485.2,4777.2,8877.8,9987.9,14027.8,15304.4,5746.6,5999.2,6316.9,6568.4,8808.8,7154.6,5999.2,5731.7,11270.8,14038.1,7126.9,7178.7,5992.8,6603.0,8991.9,10615.9,5615.9,5609.0,6833.1,5340.0,3095.0,3538.2,4623.9,4555.6,4405.5,3747.5,5581.7,4720.0,4579.8,5331.4,4563.7,4496.3,4788.7,4688.2,3362.8,3590.4,3202.0,3974.4,3401.7,3163.4
921.24,4957.1,3932.8,7893.4,8470.8,13491.2,15039.2,4643.6,4956.1,5373.3,5074.3,7490.2,5942.4,4808.0,4593.7,10966.4,13796.4,5329.9,5654.4,4559.6,5213.4,7776.8,9551.4,4386.6,4645.7,5746.5,4378.8,2686.0,3037.2,3700.5,3672.7,3627.3,3228.0,4586.7,3867.3,3887.5,4405.4,3704.1,3680.8,3803.2,3796.3,2846.1,3259.4,2793.4,3495.9,2877.6,2701.4
923.29,4132.5,3508.0,7365.6,7502.1,13219.6,15046.1,4028.3,4379.0,4883.0,4259.0,6839.1,5336.7,4230.6,4046.8,10897.0,13891.4,4345.9,4824.4,3827.1,4351.5,6973.8,8907.1,3644.2,4092.9,5234.6,3888.6,2445.1,2724.1,3153.2,3206.1,3134.4,2858.7,3944.7,3259.2,3402.6,3800.2,3169.0,3150.8,3233.6,3311.9,2588.7,3101.5,2588.4,3219.0,2552.8,2460.6
925.34,3476.8,3022.9,6798.4,6879.3,12737.8,14634.6,3447.6,3810.7,4397.8,3637.4,6154.1,4740.1,3686.5,3487.8,10560.6,13649.2,3579.2,4121.9,3181.0,3723.2,6301.2,8252.3,3015.8,3570.0,4716.1,3362.9,2197.1,2463.3,2767.9,2748.8,2785.5,2575.7,3413.0,2812.9,3015.2,3352.1,2729.3,2695.2,2781.0,2831.2,2296.6,2859.7,2308.7,2974.1,2297.0,2202.2
927.38,3316.3,3003.6,6768.7,6613.8,12751.8,14597.5,3377.5,3748.2,4302.5,3510.0,6006.0,4738.4,3511.4,3421.8,10660.0,13795.9,3374.9,3980.8,3022.4,3582.6,6215.3,8092.8,2849.6,3469.0,4655.5,3305.8,2195.5,2353.8,2582.8,2655.2,2687.2,2516.3,3306.3,2736.1,2937.4,3179.3,2609.1,2590.2,2689.9,2787.6,2233.1,2824.3,2270.7,2917.5,2253.7,2138.9
929.43,3280.1,3024.6,6690.7,6558.6,12682.3,14394.7,3419.7,3752.6,4424.2,3484.2,6010.9,4716.0,3603.8,3472.0,10707.3,13777.6,3347.8,3936.6,3009.6,3556.7,6156.5,8133.3,2885.8,3514.1,4673.2,3335.9,2188.4,2396.3,2592.0,2670.1,2630.0,2519.6,3244.3,2699.3,2929.0,3197.6,2599.1,2578.3,2634.6,2813.4,2242.0,2851.5,2315.4,2918.3,2228.4,2190.5
931.47,3206.6,2943.9,6529.3,6400.8,12529.4,14290.9,3272.8,3668.0,4371.7,3339.8,5800.5,4618.0,3457.8,3323.5,10521.6,13654.8,3208.1,3811.8,2886.8,3447.2,5997.0,7949.1,2759.3,3456.3,4542.5,3278.4,2109.3,2333.7,2527.0,2582.2,2554.3,2474.7,3182.5,2611.1,2837.4,3126.9,2545.0,2465.2,2570.3,2690.9,2189.9,2811.5,2268.5,2849.5,2125.0,2140.1
933.52,3169.7,2959.6,6572.3,6361.7,12464.8,14148.7,3223.2,3697.4,4442.7,3321.8,5790.7,4681.2,3503.5,3298.5,10541.2,13686.5,3130.2,3717.8,2858.2,3409.7,5921.0,7870.4,2774.3,3490.5,4532.4,3253.7,2100.3,2327.2,2506.3,2567.8,2492.2,2457.0,3161.1,2591.8,2842.5,3061.4,2520.4,2476.5,2543.9,2706.6,2210.9,2802.4,2220.2,2851.0,2155.4,2110.9
935.56,3094.0,2948.5,6491.8,6315.6,12379.0,14108.9,3192.7,3638.5,4338.0,3225.4,5738.9,4569.6,3403.0,3216.1,10578.7,13671.4,3042.7,3653.0,2749.5,3315.5,5845.3,7832.0,2678.7,3377.2,4422.5,3185.5,2120.9,2279.4,2442.5,2512.1,2477.4,2404.9,3105.8,2532.7,2838.2,3007.7,2492.1,2433.7,2466.6,2643.5,2152.2,2746.3,2220.7,2804.8,2113.5,2111.5
937.6,3437.2,3321.0,6903.5,6664.0,12621.6,14463.4,3597.1,4035.7,4800.4,3624.1,6112.7,5032.0,3797.6,3621.7,10752.9,13823.6,3414.4,4085.6,3149.5,3709.9,6306.5,8151.5,3049.2,3855.3,4800.8,3594.4,2282.9,2489.3,2708.4,2789.0,2666.9,2590.9,3328.9,2747.9,3097.8,3244.0,2736.9,2636.1,2630.0,2932.3,2350.2,2932.6,2423.1,2992.0,2302.5,2292.4
939.65,3193.4,3006.7,6742.9,6395.3,12404.6,14111.2,3316.4,3742.8,4476.1,3329.5,5793.8,4736.8,3553.4,3315.0,10633.1,13684.8,3122.7,3746.2,2871.5,3430.1,5991.4,8001.0,2786.3,3553.6,4553.9,3338.7,2168.2,2346.9,2509.4,2633.6,2517.7,2473.5,3134.0,2574.9,2925.9,3075.9,2572.3,2476.5,2548.3,2719.7,2180.8,2823.7,2263.0,2843.5,2169.1,2125.3
941.69,3229.2,3027.5,6989.4,6576.6,12640.9,14282.9,3362.7,3769.3,4477.5,3413.2,5880.7,4727.9,3588.4,3413.2,10653.5,13807.9,3213.1,3824.0,2957.7,3463.0,6155.4,8185.9,2846.4,3569.2,4644.6,3329.4,2219.8,2388.2,2546.8,2635.4,2567.4,2507.3,3173.0,2665.7,2921.3,3133.4,2597.0,2552.3,2585.2,2798.1,2255.4,2843.2,2300.5,2934.8,2222.8,2196.2
